#### Annotations par 3 annotateurs (Adrien, Benoît, Lucie) de phrases extraites de Wikipedia 
#### adjudication et suppression des phrases mal formées
#### lexique pour le verbe affecter :
####	sens 1 : causer un état Ex. la nouvelle l'a beaucoup affecté / cette maladie affecte le cerveau
####	sens 2 : apparaître comme, afficher, faire semblant Ex. Il affectait la sérénité
####	sens 3 : apprécier Ex. les jeunes affectent les voyages
####	sens 4 : mettre/attribuer Ex. le gouvernement a affecté des policiers à la protection des mines


affecter#1#	27	L'examen neurologique est normal et l'intelligence pas affectée .
affecter#1#	36	Les épreuves l'avaient très lourdement affectée .
affecter#1#	384	La vitesse du signal pourrait malgré tout être affectée d'une anisotropie gênante et indécelable sur une mesure aller-retour .
affecter#1#	298	Certaines des tempêtes de poussières qui ont affecté l'Amérique aux XIXe siècle et au début du XXe siècle ont une cause humaine .
affecter#4#	201	Des pièces , côté cour , ont été affectées , un temps , au Prince impérial  ;
affecter#4#	173	2.500 hectares de surfaces sont actuellement affectés dans le Val d'Oise aux zones d'activités économiques , soit plus de 2 % du territoire départemental .
affecter#4#	96	Après sa guérison , il fut affecté à l'aviation .
affecter#2#	166	Il affecte la forme d'un « isocèle  » , délimité par les fossés et fortifications .
affecter#4#	327	Cette plage de valeurs n'est pas encore affectée .
affecter#4#	368	Sur l'AL , elles étaient affectées aux services lourds de trains de banlieue et d'omnibus mixtes , devant assurer ainsi la relève des T 18 .
affecter#1#	255	Notre trait commun est d'avoir l'épine dorsale et les membres postérieurs alignés - ce qui affecte la position des organes sexuels .
affecter#4#	72	À la fermeture du musée , en 1816 , les lieux sont affectés à l'École des beaux-arts .
affecter#4#	90	Par décret du 1 er  février 1852 , Napoléon III porte leurs effectifs de trois bataillons à trois régiments , puis à quatre en 1854 \( le quatrième étant affecté à la Garde impériale \) .
affecter#1#	310	Le TRS est le seul indicateur qui tient compte de tous les paramètres qui affectent la productivité d'un système .
affecter#1#	378	Séparer les uns des autres du même âge et de la même formation uniquement à cause de leur race crée un sentiment d'infériorité quant à leur statut dans la communauté qui pourrait les affecter dans leurs coeurs leurs esprits d'une façon qui serait difficilement remédiable.  »
affecter#1#	162	Les lentilles de contact ne sont pas affectées par la météo , ne s'embrument pas et affectent peu le champ de vision .
affecter#4#	275	Lors de son passage sous le drapeau américain , celui-ci sera affecté en tant qu'instructeur radar .
affecter#1#	200	Cette réaction de nitration peut affecter la tyrosine en tant qu'acide qu'acide aminé libre ou que résidu d'acide aminé intégré dans une chaîne polypeptidique .
affecter#1#	63	Malgré la crise qui affecte certains centres industriels , les habitants de cette partie de l'Europe bénéficient globalement des revenus les plus élevés et de la meilleure protection sociale .
affecter#1#	77	Cette situation de hauteur cumulée vraie d'obstacle \( courbure terrestre + altitude locale \) affecte particulièrement les possibilités de réception des émetteurs frontaliers érigés sur des massifs montagneux limitrophes , en Suisse , Espagne ou Italie .
affecter#1#	256	Ils ne sont affectés , ni par les joies , ni par les peines .
affecter#4#	131	Il est affecté au 2e régiment de la Légion Etrangère .
affecter#1#	248	- Nombreux sont ceux en Irlande qui considèrent que la Culture Irlandaise a été affectée durant les années fastes par la montée du consumérisme et l'adoption
affecter#4#	37	Il reste en revanche des droits supplémentaires correspondant bonifications du régime des IEG \( taux de liquidation plus favorable , durée de cotisation plus courte , départs à l'âge de 55 ans pour les salariés cumulant un historique de carrière de plus de 50 % de service dit actif ou ayant été affectés à des tâches classées insalubres ... \) Ces droits ont reçu des traitements différents selon qu'ils sont considérés comme acquis à la date de la réforme ou qu'ils restent à constituer .
affecter#4#	198	ML lui affectera le type  : ' a -> ' a qui signifie qu'on peut utiliser la fonction identity avec un argument d'un type quelconque .
affecter#1#	38	Les observateurs de la l'Ouest , conduits par le Togolais Bitokotipou Yagninim , considèrent que « scrutin a été libre , juste et démocratique malgré quelques insuffisances qui ne devraient pas être de nature à affecter de manière fondamentale le résultat du scrutin  » .
affecter#4#	20	En 2006 , Halphen devrait réintégrer la magistrature et être affecté comme vice-président du tribunal de grande instance de Paris .
affecter#1#	61	Le marché d'exportation de la Jordanie , qui dépend lourdement des exportations vers L'Irak , a été également affecté par la guerre mais se reconstruisit rapidement en contribuant à la reconstruction irakienne .
affecter#1#	22	particulier , les économistes ont imaginé modèles où les agents peuvent négocier des prix en dehors de l'équilibre , ces négations pouvant affecter les équilibres vers lesquels l'économie tend .
affecter#1#	49	2 , 5 millions de personnes , dont 800 000 enfants , sont affectés par la pénurie alimentaire [ 2 ] .
affecter#1#	80	L'âge caractéristique , défini en prenant compte ou non de la valeur de l'indice de freinage , suppose implicitement que le ralentissement du pulsar a toujours été dû à la même cause , et qu'aucun autre processus physique n'a affecté sa rotation .
affecter#1#	141	La faim sévissait surtout en ville et affectait les plus jeunes .
affecter#1#	144	À tort , l'on associe souvent le phénomène du " vieillissement " uniquement aux pays développés à faible fécondité , mais pratiquement tous les pays sont affectés , car il suffit d'un allongement de l'espérance de vie ou d'une diminution de la fécondité pour qu'il y ait vieillissement démographique .
affecter#1#	375	Il se peut aussi que ce soit le déclin de la navigation dans cette partie de la Méditerranée qui ait plus affecté Séleucie de Piérie que d'autres villes .
affecter#1#	145	Les tests biologiques ont montré que les animaux rangs inférieurs sont sous un stress chronique qui conduit à une surproduction d'hormones glucocorticoïdes et qui affecte leur pression artérielle , leur niveau de cholestérol et leur système immunitaire .
affecter#4#	41	Cela était dû en particulier au fait que les responsables supérieurs de l'église avaient trouvé comme moyen de punir leurs pasteurs malveillants , de les affecter dans des contrées éloignées de leur base , fixée dans le nouveau continent .
affecter#1#	52	Des assemblées consultatives d'anciens \( kola \) permettent également d'assurer une participation de la population aux décisions l'affectant directement .
affecter#1#	122	Les yeux peuvent être affectés par des amétropies , comme la myopie , l'hypermétropie , l'astigmatisme qui peuvent altérer la netteté de l'image perçue .
affecter#1#	244	Ce dernier affecte de nombreuses compétences \( les rendant souvent moins puissantes \) ainsi que la difficulté de divers combats .
affecter#4#	182	Cependant , avec l'amoindrissement de cette menace , le projet fut mis en sommeil et le prototype du Defiant sera affecté à la défense de la station Deep Space Nine afin de contrer la menace du Dominion .
affecter#1#	211	Les yeux étant des organes fragiles , ils peuvent être affectés par des défaillances , comme la myopie , la presbytie , l'hypermétropie , le nystagmus qui altèrent la netteté de l'image perçue .
affecter#1#	65	Les hommes se sont toujours représenté la Terre comme une géante sur l'épiderme de laquelle ils s'agitaient , passants éphémères vivant d'elle mais incapables d'affecter sa vie .
affecter#1#	231	les neurotoxiques affectent le cerveau ou le système nerveux , d'autres produits ou les mêmes affecteront préférentiellement certains organes \( glandes , poumons , foie , rein .. \)
affecter#1#	184	La production fut sérieusement affectée par la Grande Dépression à partir de 1932 et l'usine ferma complètement jusqu'en 1934 .
affecter#1#	297	transports routiers , ferroviaires et aériens sont affectés , souvent sur une période assez longue , par tous ces phénomènes .
affecter#1#	34	2 . Quelles sont les implications ou les conséquences de cet évènement et à quel point vont-elles affecter mon bien être ou mes buts à court et long terme  ? \( implications \)
affecter#4#	315	En juin 1944 , le 26ème régiment est affecté à la défense d'Iwo d'Iwo Jima sous le commandement du lieutenant-général Tadamichi Kuribayashi .
affecter#1#	301	TKIP utilise du " key " pour chaque paquet , une vérification de l'intégrité des messages et un mécanisme de mise à jours de la clé , éliminant ainsi d'autres problèmes de conception qui affectent WEP .
affecter#4#	309	Rappelé par la Navy en 1941 , il fut affecté à la Naval Aircraft Factory et développa divers engins sans pilote et missiles sol-sol , dont le Gorgon , et un planeur d'assaut amphibie .
affecter#4#	230	Il était affecté au roi .
