#### Annotations par 3 annotateurs (Adrien, Benoît, Lucie) de phrases extraites de Wikipedia
#### adjudication et suppression des phrases mal formées
#### lexique pour le verbe aborder :
####	sens 1 : communication, commencer à parler de qqch Ex. aborder la question du salaire
####	sens 2 : commencer/envisager une situation (dans un certain état d'esprit, dans une certaine position) Ex. aborder le match avec confiance
####	sens 3 : prise de contact avec qqn Ex. aborder quelqu'un dans la rue
####	sens 4 : atteindre un lieu, arriver près de/dans Ex. aborder le rivage


aborder#1#	98	Cependant l'intérêt qu'elles présentent sera abordé , quand la mécanique classique atteint ses limites de validité \( en cohérence ou en précision \) .
aborder#1#	307	Secrets de Polichinelle \( 2004 , durée 52 minutes \) est un film documentaire canadien de José Torrealba qui aborde le problème de l'homophobie au sein de l'armée canadienne .
aborder#1#	378	Cet imposant ouvrage peut être abordé par le débutant au moyen d'une introduction plus légère , Robert's Rules of Order Newly Revised - In Brief .
aborder#1#	349	La conférence aborda aussi la protection de la langue provençale , en réponse aux acussacions de séparatisme faites par les considérations de l'Empire .
aborder#4#	233	L'île a été découverte et abordée en décembre 1902 par le capitaine William Colbeck , commandant du Morning , bateau de remplacement de l'expédition antarctique du capitaine Robert Falcon Scott .
aborder#1#	183	Tous les astronomes à sa suite ont abordé ce problème , dont Laplace , qui crut avoir prouvé la stabilité du système solaire en utilisant la théorie des perturbations au premier ordre .
aborder#3#	135	c'est peut être l'origine du terme utilisé actuellement pour désigner les personnes qui abordent les législateurs pour tenter d'influencer leur vote .
aborder#1#	176	Il est important de préciser de quelle façon un système d'exploitation aborde la gestion de la mémoire .
aborder#1#	181	On peut aborder aussi la théorie de l'agence sous l'angle du problème des coûts que représente l'assurance-maladie aujourd'hui  :
aborder#1#	223	Il aborde des thématiques comme le pouvoir et ses abus , la violence , et la permanence des souvenirs .
aborder#1#	80	Il utilisait des roues dentées et avait déjà abordé le problème du report de retenue .
